,scene_id,text,character,cAGR,cCON,cEXT,cOPN,cNEU
146,01_e20_c12,"<b>s01_e20_c12(0) for Danielle</b><br><br><b>Joey Tribbiani</b>: All right, I'll give you this, Mr. Peanut is a better dresser. I mean he's got the monocle, he's got the top hat...<br><br><b>Phoebe Buffay</b>: You know he's gay?<br><br><b>Ross Geller</b>: I just wanna clarify this: are you outing Mr. Peanut?<br><br><b>Danielle</b>: (entering) Chandler?<br><br><b>Chandler Bing</b>: Danielle! Hi! Uh- everybody, this is Danielle, Danielle, everybody.<br><br><b>All</b>: Hi. Hi.<br><br><b>Chandler Bing</b>: What are you doing here?<br><br><b>Danielle</b>: Well, I've been calling you, but it turns out I had your number wrong. And when I finally got the right one from Information, there was no answer. So I thought I'd just come down here, and make sure you were okay.<br><br><b>Chandler Bing</b>: ...I'm, I'm okay.<br><br><b>Danielle</b>: Listen uh, maybe we could get together later?<br><br><b>Chandler Bing</b>: That sounds good. I'll call you- or you call me, whatever...<br><br><b>Danielle</b>: You got it.<br><br><b>Chandler Bing</b>: Okay.<br><br><b>Danielle</b>: G'bye, everybody.<br><br>",Danielle,0,1,0,0,1
147,01_e22_c01,"<b>s01_e22_c01(1) for Rachel Green</b><br><br><b>Phoebe Buffay</b>: Doing it on this table. (points at the table)<br><br><b>Chandler Bing</b>: Wow!<br><br><b>Joey Tribbiani</b>: Exellent dream score.<br><br><b>Ross Geller</b>: Why, why, why would you dream that?<br><br><b>Chandler Bing</b>: More importantly, was I any good?<br><br><b>Rachel Green</b>: Well, you were pretty damn good.<br><br><b>Chandler Bing</b>: Interesting, cause in my dreams, I'm allways surprisingly inadequate. (Monica pats him on his lap)<br><br>",Rachel Green,0,0,0,1,0
148,01_e22_c01,"<b>s01_e22_c01(0) for Chandler Bing</b><br><br><b>Monica Geller</b>: Tell him.<br><br><b>Rachel Green</b>: No.<br><br><b>Phoebe Buffay</b>: Tell him, tell him.<br><br><b>Monica Geller</b>: Just...please tell him.<br><br><b>Rachel Green</b>: Shut up!<br><br><b>Chandler Bing</b>: Tell me what?<br><br><b>Monica Geller</b>: Look at you, you won't even look at him.<br><br><b>Chandler Bing</b>: (sarcastically) Oh, come on tell me. I could use another reason why women won't look at me.<br><br><b>Rachel Green</b>: All right, all right, all right. Last night, I had a dream that, uh, you and I, were...<br><br><b>Phoebe Buffay</b>: Doing it on this table. (points at the table)<br><br><b>Chandler Bing</b>: Wow!<br><br><b>Joey Tribbiani</b>: Exellent dream score.<br><br><b>Ross Geller</b>: Why, why, why would you dream that?<br><br><b>Chandler Bing</b>: More importantly, was I any good?<br><br><b>Rachel Green</b>: Well, you were pretty damn good.<br><br><b>Chandler Bing</b>: Interesting, cause in my dreams, I'm allways surprisingly inadequate. (Monica pats him on his lap)<br><br>",Chandler Bing,0,0,0,0,0
149,01_e22_c01,"<b>s01_e22_c01(0) for Monica Geller</b><br><br><b>Monica Geller</b>: Tell him.<br><br><b>Rachel Green</b>: No.<br><br><b>Phoebe Buffay</b>: Tell him, tell him.<br><br><b>Monica Geller</b>: Just...please tell him.<br><br><b>Rachel Green</b>: Shut up!<br><br><b>Chandler Bing</b>: Tell me what?<br><br><b>Monica Geller</b>: Look at you, you won't even look at him.<br><br>",Monica Geller,1,1,0,1,0
150,01_e22_c02,"<b>s01_e22_c02(0) for Ross Geller</b><br><br><b>Chandler Bing</b>: Well, my secretary is gonna be out for a couple of weeks. She is having one of her boobs redused. (Ross looks at her.) It's a whole big boob story.<br><br><b>Phoebe Buffay</b>: I could be a secretary.<br><br><b>Chandler Bing</b>: Well, you know Phoebs. I don't know if it's your kinda thing, because it involves a lot of being normal. For a large portion of the day.<br><br><b>Phoebe Buffay</b>: I could do that.<br><br>(Ross's beeper goes off)<br><br><b>Rachel Green</b>: What are you playing with?<br><br><b>Ross Geller</b>: Oh, it's my new beeper.<br><br><b>Joey Tribbiani</b>: What the hell does a paleontologist need a beeper for?<br><br><b>Monica Geller</b>: Is it like for dinosaur emergencies. 'Help, come quick, they're still extinct.'<br><br><b>Ross Geller</b>: No, it's for when Carol goes into labor. She can get me wherever I am. I mean, all she has to do is to dial 55-JIMBO.<br><br>",Ross Geller,0,0,1,1,0
151,01_e22_c03,"<b>s01_e22_c03(0) for Phoebe Buffay</b><br><br><b>Chandler Bing</b>: Can you hear that?<br><br><b>Phoebe Buffay</b>: (plays with a thumbtack remover) Yeah?<br><br><b>Chandler Bing</b>: See that'll stop when you pick up the phone.<br><br><b>Phoebe Buffay</b>: Oh. Uh, I'm on. (picks up the phone)<br><br><b>Phoebe Buffay</b>: (with a deep voice) Mr. Bing's office. (Listens) No I'm sorry, he's in a meeting right now.<br><br><b>Chandler Bing</b>: I'm not in a meeting. I'm right... Whoops.<br><br><b>Phoebe Buffay</b>: Will he know what this is in reference to? (Listens) And he has your number? (Listens) All right, I'll see that he gets the message. Bye bye.<br><br><b>Chandler Bing</b>: What?<br><br><b>Phoebe Buffay</b>: Ross says hi.<br><br><b>Chandler Bing</b>: Ah!<br><br><b>Phoebe Buffay</b>: This is so fun. All right, what do we do now?<br><br><b>Chandler Bing</b>: Well, now, I actually have to get to work.<br><br><b>Phoebe Buffay</b>: Most likely. (raises and goes toward the door) Okay, I'm gonna be out there.<br><br><b>Chandler Bing</b>: Okay.<br><br>",Phoebe Buffay,0,0,1,0,1
152,01_e22_c07,"<b>s01_e22_c07(0) for Ethan</b><br><br><b>Monica Geller</b>: What we did was wrong. Oh god, I just had sex with somebody that wasn't alive during the Bicentennial.<br><br><b>Ethan</b>: I just had sex.<br><br><b>Monica Geller</b>: Ethan, focus. How could you not tell me?<br><br><b>Ethan</b>: Well, you never told me how old you were.<br><br><b>Monica Geller</b>: Well, that's different. My lie didn't make one of us a felon in 48 states. What were you thinking?<br><br><b>Ethan</b>: I wasn't thinking. I was too busy fallin'...<br><br><b>Monica Geller</b>: Don't say it. (closes Ethan's mouth with her hand)<br><br>",Ethan,0,1,1,0,0
153,01_e22_c08,"<b>s01_e22_c08(0) for Joey Tribbiani</b><br><br><b>Ross Geller</b>: Was there...uh, huh, huh, huh... andybody, anybody else there.<br><br><b>Rachel Green</b>: No.<br><br><b>Ross Geller</b>: You're sure? Nobody uh, handed out uh, mints or anything?<br><br><b>Rachel Green</b>: No, it was just the three of us.<br><br><b>Ross Geller</b>: Huh!<br><br><b>Joey Tribbiani</b>: So, tell me. Was it like you and Chandler, and then you and me, or you and me and Chandler?<br><br><b>Rachel Green</b>: (laughs) You know what?<br><br><b>Joey Tribbiani</b>: What?<br><br>",Joey Tribbiani,1,0,0,1,1
154,01_e22_c08,"<b>s01_e22_c08(0) for Rachel Green</b><br><br><b>Ross Geller</b>: (on phone) Okay, Andr should be there in like 45 minutes. All rightie, bye bye. (to Phoebe) Just easier that way.<br><br><b>Chandler Bing</b>: Oh, come on. You told me about the last dream.<br><br><b>Rachel Green</b>: No, forget it.<br><br><b>Chandler Bing</b>: Oh, why not. Was I doing anything particularly... saucy?<br><br><b>Rachel Green</b>: All right, fine. Um, you were not the only one there. (Camera fades to Ross, who's listening very carefully) Joey was there too.<br><br><b>Joey Tribbiani</b>: All right. (Moves closer.)<br><br><b>Ross Geller</b>: Was there...uh, huh, huh, huh... andybody, anybody else there.<br><br><b>Rachel Green</b>: No.<br><br><b>Ross Geller</b>: You're sure? Nobody uh, handed out uh, mints or anything?<br><br><b>Rachel Green</b>: No, it was just the three of us.<br><br><b>Ross Geller</b>: Huh!<br><br><b>Joey Tribbiani</b>: So, tell me. Was it like you and Chandler, and then you and me, or you and me and Chandler?<br><br><b>Rachel Green</b>: (laughs) You know what?<br><br><b>Joey Tribbiani</b>: What?<br><br><b>Rachel Green</b>: There were times when it wasn't even me.<br><br>(Chandler and Joey laughs, until they look at each other then recoil in horror.)<br><br><b>Phoebe Buffay</b>: That is so sweet, you guys. (hugs them)<br><br>(Monica enters, wearing a walkman, so she doesn't hear what the others say)<br><br><b>Phoebe, Ross, Rachel</b>: Hey, Mon.<br><br><b>Rachel Green</b>: Mon, Ethan called again. Mon?<br><br><b>All</b>: (shouting) Mon!<br><br>(Monica takes of her walkman)<br><br><b>Monica Geller</b>: What?<br><br><b>Rachel Green</b>: Ethan called again.<br><br><b>Monica Geller</b>: Oh.<br><br><b>Ross Geller</b>: Are you not seeing him anymore?<br><br><b>Monica Geller</b>: No. You know, sometimes just things doesn't work out.<br><br><b>Chandler Bing</b>: And this has nothing to do with the fact that he needs a note to get out of gym.<br><br>(Monica stares at Rachel)<br><br><b>Rachel Green</b>: I, I didn't say any... I sw... I did not say anything, I swear. He stopped by.<br><br>",Rachel Green,1,1,1,1,0
155,01_e22_c08,"<b>s01_e22_c08(1) for Ross Geller</b><br><br><b>Rachel Green</b>: Mon, Ethan called again. Mon?<br><br><b>All</b>: (shouting) Mon!<br><br>(Monica takes of her walkman)<br><br><b>Monica Geller</b>: What?<br><br><b>Rachel Green</b>: Ethan called again.<br><br><b>Monica Geller</b>: Oh.<br><br><b>Ross Geller</b>: Are you not seeing him anymore?<br><br><b>Monica Geller</b>: No. You know, sometimes just things doesn't work out.<br><br><b>Chandler Bing</b>: And this has nothing to do with the fact that he needs a note to get out of gym.<br><br>(Monica stares at Rachel)<br><br><b>Rachel Green</b>: I, I didn't say any... I sw... I did not say anything, I swear. He stopped by.<br><br><b>Joey Tribbiani</b>: Listen, the next time you talk to him, can you ask him which one the strongest Power Ranger is?<br><br>(Ross and Chandler laughs)<br><br><b>Ross Geller</b>: Oh, yeah.<br><br><b>Monica Geller</b>: Ha,ha, ha, oh my life is just so amusing. Could we drop it now?<br><br><b>Chandler, Joey, Ross</b>: Sorry.<br><br><b>Ross Geller</b>: It's morphin time!<br><br>",Ross Geller,1,1,0,1,1
156,01_e22_c08,"<b>s01_e22_c08(0) for Monica Geller</b><br><br><b>Rachel Green</b>: There were times when it wasn't even me.<br><br>(Chandler and Joey laughs, until they look at each other then recoil in horror.)<br><br><b>Phoebe Buffay</b>: That is so sweet, you guys. (hugs them)<br><br>(Monica enters, wearing a walkman, so she doesn't hear what the others say)<br><br><b>Phoebe, Ross, Rachel</b>: Hey, Mon.<br><br><b>Rachel Green</b>: Mon, Ethan called again. Mon?<br><br><b>All</b>: (shouting) Mon!<br><br>(Monica takes of her walkman)<br><br><b>Monica Geller</b>: What?<br><br><b>Rachel Green</b>: Ethan called again.<br><br><b>Monica Geller</b>: Oh.<br><br><b>Ross Geller</b>: Are you not seeing him anymore?<br><br><b>Monica Geller</b>: No. You know, sometimes just things doesn't work out.<br><br><b>Chandler Bing</b>: And this has nothing to do with the fact that he needs a note to get out of gym.<br><br>(Monica stares at Rachel)<br><br><b>Rachel Green</b>: I, I didn't say any... I sw... I did not say anything, I swear. He stopped by.<br><br><b>Joey Tribbiani</b>: Listen, the next time you talk to him, can you ask him which one the strongest Power Ranger is?<br><br>(Ross and Chandler laughs)<br><br><b>Ross Geller</b>: Oh, yeah.<br><br><b>Monica Geller</b>: Ha,ha, ha, oh my life is just so amusing. Could we drop it now?<br><br>",Monica Geller,1,0,1,1,1
157,01_e22_c09,"<b>s01_e22_c09(0) for Chandler Bing</b><br><br><b>Chandler Bing</b>: I Think last night was great. You know, the Karaoke thing. Tracy and I doing Ebony and Ivory.<br><br><b>Phoebe Buffay</b>: You were great. But they still made fun of you.<br><br><b>Chandler Bing</b>: What?<br><br><b>Phoebe Buffay</b>: You know, now you're more like, you know like, ""Mr. Caring Boss,"" ""Mr."", you know, ""I'm one of you, Boss,"" ""Mr., I wanna be your buddy, Boss Man Bing!""<br><br><b>Chandler Bing</b>: Then, I don't get it.<br><br><b>Phoebe Buffay</b>: Well, you know what Chandler? I think you've gotta face it. You're like, the guy in the big office, you know. You're the one that hires them, that fires them... They still say you're a great boss.<br><br><b>Chandler Bing</b>: They do?<br><br>",Chandler Bing,1,0,1,0,0
158,01_e22_c10,"<b>s01_e22_c10(0) for Monica Geller</b><br><br><b>Rachel Green</b>: (understands that Monica and Ethan wanna be alone) Hey, did you guys check out those new hand-dryers in the bathroom?<br><br><b>Ross Geller</b>: I thought that was just a rumour.<br><br><b>Rachel Green</b>: True story.<br><br><b>Joey Tribbiani</b>: They're here already?<br><br>(Rachel, Ross and Ross go to the bathroom)<br><br><b>Ethan</b>: All right, look. I've gotta tell you something. I'm not 17. I only said so that you'd think I was cute and vunerable. I'm actually 30, I have a wife, I have a job, I'm your Congressman. Monica, this is ridiculous, we're great together. We can talk, we make each other laugh, and the sex. Oh, man, okay i have no frame of graft, but I thought that was great.<br><br><b>Monica Geller</b>: It was.<br><br><b>Ethan</b>: Then, what's the problem?<br><br><b>Monica Geller</b>: Ethan, it's um... it's icky.<br><br><b>Ethan</b>: Icky? You're actually gonna throw this away because it's icky?<br><br><b>Monica Geller</b>: This isn't easy for me either. I wish things were different, I... If you were a few years older, or if I was a few years younger, or if we lived in biblical times, I would really...<br><br>",Monica Geller,1,0,1,1,0
159,01_e22_c12,"<b>s01_e22_c12(0) for Rachel Green</b><br><br><b>Rachel Green</b>: (talking in her sleep) Oooooooooh. (Rachel strokes her hand over the pillow. Ross mimicks her silently) Oh, that's nice. Oh, oh. Huh, Ross!<br><br>(Ross gets all excited and starts to dance on the coffee table, but slips allmost immediatly, and falls onto the couch. Rachel wakes up.)<br><br><b>Rachel Green</b>: Ross?<br><br><b>Ross Geller</b>: I'm here.<br><br><b>Rachel Green</b>: You are. Well, um... We, we, we were just... Wow!<br><br><b>Ross Geller</b>: What? (his beeper goes off) Great, now I'm having a baby.<br><br><b>Rachel Green</b>: What?<br><br><b>Ross Geller</b>: Ooh, Ooh.<br><br>",Rachel Green,0,0,1,0,1
160,01_e23_c04,"<b>s01_e23_c04(0) for Phoebe Buffay</b><br><br><b>Phoebe Buffay</b>: (singing)<br><br><b>Phoebe Buffay</b>: They're tiny and chubby and so sweet to touch, and soon they'll grow up and resent you so much. Now they're yelling at you and you don't know why, you cry and you cry and you cry. And you cry and you cry and you cry...<br><br>(Ross gives Phoebe a dollar.)<br><br><b>Phoebe Buffay</b>: Thanks, Ross.<br><br><b>Ross Geller</b>: Yeah. I'm paying you to stop.<br><br><b>Phoebe Buffay</b>: Ok.<br><br>(A woman passes by, carrying newborn twins.)<br><br><b>Phoebe Buffay</b>: Oh, look, twins. Hi, guys. Oh, cute, cute.<br><br>",Phoebe Buffay,0,0,1,0,0
161,01_e23_c05,"<b>s01_e23_c05(0) for Lydia</b><br><br><b>Lydia</b>: Mom, we've been through this. No, I'm not calling him. I don't care if it is his kid, the guy's a jerk. No, I'm not alone. Joey's here. (pause) What do you mean, Joey who? (covers the phone, to Joey) Joey who?<br><br><b>Joey Tribbiani</b>: Tribbiani.<br><br><b>Lydia</b>: Joey Tribbiani. Yes, ok. Hold on. (to Joey) She wants to talk to you. Take the phone.<br><br><b>Joey Tribbiani</b>: (takes phone) Hi, yeah, it's me. (Listens) Oh, no no no, we're just friends. (Listens) Yeah, I'm single. (Listens) 25. (Listens) An actor. (Listens) Hello?<br><br><b>Lydia</b>: She's not much of a phone person.<br><br><b>Joey Tribbiani</b>: Yeah, so, uh, so, uh, what's the deal with this father guy, I mean, if someone was havin' my baby somewhere, I'd wanna know about it, you know?<br><br><b>Lydia</b>: Hey, Knick fan, am I interested in your views on fatherhood? Uh, no.<br><br><b>Joey Tribbiani</b>: Ok, look, maybe I should just go.<br><br><b>Lydia</b>: Maybe you should.<br><br><b>Joey Tribbiani</b>: Good luck, and uh, take care, huh?<br><br>(He leaves, but then returns a moment later.)<br><br><b>Joey Tribbiani</b>: You know what the Celtics problem is? They let the players run the team.<br><br>",Lydia,1,1,1,1,0
162,01_e23_c08,"<b>s01_e23_c08(0) for Susan Bunch</b><br><br><b>Ross Geller</b>: Please. This is so your fault.<br><br><b>Susan Bunch</b>: How, how is this my fault?<br><br><b>Ross Geller</b>: Look, Carol never threw me out of a room before you came along.<br><br><b>Susan Bunch</b>: Yeah? Well, there's a lot of things Carol never did before I came along.<br><br><b>Ross Geller</b>: You tryin' to be clever? A funny lady?<br><br><b>Susan Bunch</b>: You know what your problem is? You're threatened by me.<br><br><b>Ross Geller</b>: Oh, I'm threatened by you?<br><br>",Susan Bunch,1,1,0,1,1
